,Sr #,Parish,Code,Townland,1841 Male,1841 Female,1841 Inhabited,1841 Uninhabited,1851 Male,1851 Female,1851 Inhabited,1851 Uninhabited,1861 Male,1861 Female,1861 Inhabited,1861 Uninhabited,1871 Male,1871 Female,1871 Inhabited,1871 Uninhabited,1881 Male,1881 Female,1881 Inhabited,1881 Uninhabited,1891 Male,1891 Female,1891 Inhabited,1891 Uninhabited,Remarks
894,895,Kilmactalway,260438.0,GRANGE,71.0,67.0,23.0,3.0,32.0,40.0,14.0,2.0,19.0,24.0,11.0,,27.0,17.0,9.0,,31.0,26.0,11.0,,34.0,19.0,12.0,,
895,896,Kilmactalway,,JORDANSTOWN,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,
896,897,Kilmactalway,260537.0,KILMACTALWAY,19.0,29.0,5.0,,21.0,19.0,5.0,,15.0,5.0,5.0,2.0,20.0,15.0,5.0,,15.0,19.0,5.0,,7.0,7.0,3.0,1.0,
897,898,Kilmactalway,260598.0,LOUGHTOWN LOWER,26.0,25.0,8.0,1.0,22.0,14.0,8.0,,29.0,28.0,12.0,,28.0,24.0,10.0,,20.0,17.0,7.0,,20.0,15.0,8.0,,
898,899,Kilmactalway,260599.0,LOUGHTOWN UPPER,,,,,,,,1.0,5.0,8.0,2.0,,,3.0,1.0,,5.0,9.0,2.0,,5.0,6.0,2.0,,
899,900,Kilmactalway,260630.0,MILLTOWN,69.0,53.0,19.0,,31.0,30.0,12.0,,37.0,34.0,16.0,,25.0,19.0,8.0,,22.0,17.0,8.0,2.0,30.0,23.0,11.0,,
900,901,Kilmactalway,260661.0,MULLAUNS,3.0,5.0,2.0,,6.0,4.0,2.0,,3.0,2.0,2.0,,1.0,2.0,1.0,,1.0,4.0,1.0,,2.0,3.0,1.0,,
901,902,Kilmactalway,,TOTAL,280.0,257.0,86.0,4.0,172.0,167.0,63.0,6.0,165.0,155.0,70.0,2.0,158.0,131.0,54.0,1.0,126.0,131.0,50.0,3.0,138.0,114.0,53.0,1.0,
902,903,Kilmahuddrick,260540.0,KILMAHUDDRICK,2.0,4.0,1.0,,3.0,3.0,1.0,,9.0,9.0,4.0,,2.0,2.0,1.0,,4.0,3.0,1.0,,4.0,3.0,1.0,,
903,904,Leixlip,,ALLENSWOOD,7.0,4.0,1.0,,6.0,5.0,1.0,,6.0,8.0,3.0,,11.0,6.0,4.0,,13.0,10.0,4.0,,7.0,9.0,3.0,,
904,905,Leixlip,260244.0,COLDBLOW,50.0,55.0,21.0,1.0,28.0,36.0,14.0,,33.0,46.0,20.0,1.0,26.0,44.0,13.0,1.0,10.0,12.0,3.0,,28.0,33.0,11.0,1.0,
905,906,Leixlip,260579.0,LARAGHCON,45.0,45.0,16.0,,45.0,45.0,18.0,,74.0,68.0,23.0,,53.0,63.0,23.0,4.0,86.0,98.0,32.0,,22.0,21.0,7.0,,
906,907,Leixlip,260719.0,PASSIFYOUCAN,5.0,3.0,1.0,,7.0,2.0,1.0,,3.0,2.0,1.0,,4.0,9.0,3.0,,4.0,3.0,1.0,,,3.0,1.0,,
907,908,Leixlip,260843.0,ST. CATHERINE'S PARK,12.0,12.0,6.0,,16.0,17.0,7.0,,12.0,7.0,3.0,,13.0,19.0,8.0,,34.0,43.0,17.0,,18.0,15.0,6.0,,
908,909,Leixlip,260915.0,WESTMANSTOWN,78.0,75.0,29.0,,75.0,73.0,26.0,,18.0,18.0,8.0,,29.0,26.0,14.0,,23.0,20.0,12.0,,66.0,37.0,24.0,,Yellow highlited total are not clear
909,910,Leixlip,,LUCAN TOWN,,,,,,,,,,,,,,,,,,,,,131.0,138.0,48.0,,
910,911,Leixlip,,TOTAL,197.0,194.0,74.0,1.0,177.0,178.0,67.0,,146.0,149.0,58.0,1.0,136.0,167.0,65.0,5.0,170.0,186.0,69.0,,272.0,286.0,100.0,1.0,Yellow highlited total are not clear
911,912,Lucan,260025.0,BACKWESTONPARK,,,,,4.0,2.0,1.0,,6.0,4.0,2.0,,15.0,18.0,7.0,,8.0,8.0,2.0,,3.0,1.0,1.0,,
912,913,Lucan,260340.0,DODDSBOROUGH,18.0,15.0,6.0,1.0,12.0,14.0,4.0,2.0,11.0,5.0,3.0,,11.0,20.0,7.0,1.0,22.0,23.0,9.0,,17.0,18.0,7.0,2.0,
913,914,Lucan,260600.0,LUCAN and PETTYCANNON,92.0,104.0,41.0,2.0,93.0,97.0,36.0,7.0,,,,,,,,,,,,,74.0,104.0,26.0,2.0,
914,915,Lucan,260601.0,LUCAN DEMESNE,17.0,27.0,8.0,,20.0,27.0,7.0,,24.0,27.0,10.0,,36.0,38.0,14.0,,20.0,22.0,7.0,,22.0,23.0,8.0,,
915,916,Lucan,260842.0,ST. EDMONDSBURY,2.0,2.0,1.0,,2.0,4.0,1.0,,1.0,1.0,1.0,,10.0,16.0,5.0,,18.0,21.0,5.0,,,,,5.0,
916,917,Lucan,260884.0,TOBERMACLUGG,1.0,5.0,1.0,,2.0,1.0,1.0,,9.0,2.0,1.0,,4.0,3.0,1.0,,3.0,6.0,1.0,,7.0,6.0,1.0,,
917,918,Lucan,,COOLDRINAGH,183.0,110.0,30.0,3.0,64.0,89.0,24.0,2.0,31.0,46.0,14.0,,71.0,117.0,13.0,,24.0,33.0,9.0,7.0,40.0,52.0,19.0,3.0,
918,919,Lucan,,LUCAN,267.0,296.0,91.0,15.0,307.0,271.0,79.0,9.0,255.0,297.0,101.0,5.0,236.0,287.0,105.0,2.0,326.0,365.0,142.0,3.0,259.0,315.0,114.0,1.0,
919,920,Lucan,,SPA HOUSE LUNATIO ASYLUM,,,,,,,,,20.0,62.0,1.0,,,,,,,,,,,,,,
920,921,Lucan,,TOTAL,580.0,559.0,178.0,21.0,504.0,505.0,153.0,20.0,357.0,444.0,133.0,5.0,383.0,499.0,152.0,3.0,421.0,478.0,175.0,10.0,422.0,519.0,176.0,13.0,
921,922,Newcastle,260019.0,ATHGOE,16.0,12.0,3.0,,10.0,12.0,2.0,,8.0,10.0,2.0,,6.0,7.0,3.0,,10.0,8.0,2.0,1.0,6.0,7.0,2.0,,
922,923,Newcastle,260020.0,ATHGOE NORTH,20.0,13.0,4.0,,13.0,14.0,4.0,,12.0,11.0,3.0,,8.0,8.0,3.0,,6.0,10.0,3.0,,7.0,7.0,3.0,,
923,924,Newcastle,260021.0,ATHGOE SOUTH,6.0,4.0,1.0,,9.0,5.0,1.0,,15.0,9.0,2.0,,4.0,3.0,2.0,,,,,1.0,,,,,
924,925,Newcastle,260117.0,BANSHEE,6.0,5.0,1.0,,12.0,1.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,
925,926,Newcastle,260190.0,BUSTYHILL,6.0,4.0,1.0,,25.0,18.0,6.0,,23.0,14.0,5.0,,6.0,9.0,3.0,,5.0,6.0,2.0,,3.0,4.0,2.0,,
926,927,Newcastle,260216.0,CASTLEWARDEN,6.0,5.0,2.0,,4.0,5.0,1.0,,5.0,3.0,1.0,,6.0,6.0,2.0,1.0,7.0,5.0,2.0,,3.0,2.0,1.0,,
927,928,Newcastle,260253.0,COLGANSTOWN,9.0,8.0,2.0,,7.0,6.0,2.0,,5.0,4.0,2.0,,5.0,4.0,1.0,1.0,9.0,12.0,3.0,1.0,8.0,10.0,4.0,,
928,929,Newcastle,260258.0,COLMANSTOWN,37.0,38.0,13.0,,3.0,6.0,2.0,,2.0,3.0,1.0,,2.0,1.0,1.0,,7.0,6.0,3.0,,6.0,4.0,2.0,1.0,
929,930,Newcastle,260265.0,COMMONS,60.0,44.0,21.0,3.0,63.0,64.0,24.0,1.0,51.0,58.0,20.0,,33.0,44.0,17.0,1.0,61.0,38.0,16.0,1.0,57.0,31.0,13.0,1.0,
930,931,Newcastle,260268.0,COMMONS LITTLE,9.0,7.0,3.0,,10.0,10.0,4.0,,7.0,9.0,3.0,,7.0,7.0,3.0,,3.0,6.0,4.0,,2.0,5.0,4.0,,
931,932,Newcastle,260301.0,CORNERPARK,72.0,72.0,25.0,,27.0,21.0,9.0,,47.0,41.0,17.0,,37.0,37.0,16.0,,37.0,35.0,15.0,,35.0,32.0,13.0,1.0,
932,933,Newcastle,260414.0,GLEBE (ED Newcastle),4.0,7.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,,6.0,7.0,1.0,,1.0,8.0,1.0,,1.0,2.0,1.0,1.0,
933,934,Newcastle,260461.0,HAZELHATCH,82.0,69.0,29.0,,39.0,39.0,12.0,3.0,39.0,41.0,14.0,,61.0,35.0,16.0,,35.0,24.0,11.0,,28.0,23.0,8.0,2.0,
934,935,Newcastle,260466.0,HIGHDOWNHILL,4.0,5.0,2.0,,3.0,,1.0,1.0,,,,,,,,,4.0,8.0,2.0,,7.0,7.0,3.0,,
935,936,Newcastle,260484.0,HYNESTOWN,,,,,9.0,8.0,3.0,,3.0,3.0,1.0,,1.0,3.0,1.0,,8.0,3.0,3.0,,3.0,6.0,2.0,,
936,937,Newcastle,260511.0,KEELOGES,14.0,15.0,5.0,,12.0,13.0,4.0,,15.0,9.0,4.0,,11.0,7.0,4.0,,7.0,4.0,2.0,,1.0,1.0,1.0,1.0,
937,938,Newcastle,,LYONE,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
938,939,Newcastle,260672.0,NEWCASTLE DEMESNE,23.0,23.0,7.0,,21.0,14.0,5.0,,4.0,8.0,2.0,,5.0,7.0,2.0,,7.0,6.0,2.0,,4.0,3.0,2.0,,
939,940,Newcastle,260673.0,NEWCASTLE FARM,6.0,4.0,1.0,,,,,,8.0,5.0,3.0,,9.0,7.0,3.0,,6.0,11.0,3.0,,3.0,9.0,3.0,,
940,941,Newcastle,260674.0,NEWCASTLE NORTH,,,,,16.0,9.0,5.0,,31.0,18.0,9.0,1.0,13.0,11.0,6.0,,12.0,10.0,6.0,,10.0,15.0,6.0,,
941,942,Newcastle,260675.0,NEWCASTLE SOUTH,,,,,4.0,7.0,2.0,,81.0,74.0,30.0,2.0,63.0,67.0,29.0,,60.0,60.0,25.0,,39.0,39.0,22.0,5.0,
942,943,Newcastle,260720.0,PEAMOUNT,5.0,5.0,1.0,,4.0,5.0,3.0,,2.0,7.0,1.0,,3.0,3.0,1.0,,8.0,7.0,2.0,,2.0,3.0,1.0,,
943,944,Newcastle,260779.0,RINGWOOD,3.0,2.0,1.0,2.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0,1.0,,4.0,2.0,1.0,,
944,945,Newcastle,260832.0,SKEAGH,5.0,3.0,1.0,,7.0,5.0,2.0,,4.0,3.0,1.0,,11.0,9.0,3.0,,16.0,14.0,3.0,,12.0,12.0,4.0,,
945,946,Newcastle,260850.0,STEELSTOWN,29.0,20.0,3.0,,22.0,25.0,5.0,2.0,16.0,20.0,4.0,,10.0,15.0,4.0,,17.0,25.0,5.0,,14.0,16.0,5.0,,
946,947,Newcastle,260933.0,WINDMILLHILL,16.0,16.0,4.0,,18.0,8.0,5.0,,9.0,6.0,4.0,,9.0,8.0,5.0,,5.0,10.0,4.0,,3.0,6.0,2.0,,
947,948,Newcastle,,NEWCASTLE,160.0,121.0,61.0,3.0,167.0,157.0,54.0,8.0,,,,,,,,,,,,,,,,,
948,949,Newcastle,,TOTAL,602.0,506.0,193.0,9.0,509.0,453.0,159.0,17.0,394.0,359.0,132.0,4.0,317.0,306.0,127.0,3.0,331.0,319.0,120.0,4.0,258.0,246.0,105.0,12.0,
949,950,Rathcoole,260026.0,BADGERHILL,10.0,8.0,2.0,,5.0,7.0,2.0,,6.0,6.0,2.0,,3.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,
950,951,Rathcoole,260100.0,BALLYNAKELLY,15.0,10.0,4.0,,7.0,3.0,2.0,,6.0,5.0,2.0,,7.0,6.0,3.0,,4.0,4.0,1.0,,6.0,3.0,2.0,,
951,952,Rathcoole,260197.0,CALLIAGHSTOWN LOWER,10.0,4.0,2.0,1.0,6.0,8.0,2.0,,7.0,5.0,2.0,,4.0,7.0,2.0,,8.0,10.0,3.0,,5.0,2.0,2.0,1.0,
952,953,Rathcoole,260198.0,CALLIAGHSTOWN UPPER,15.0,16.0,4.0,,17.0,21.0,5.0,,16.0,16.0,5.0,,24.0,19.0,10.0,,15.0,12.0,5.0,,13.0,13.0,5.0,1.0,
953,954,Rathcoole,260208.0,CARRIGEEN,6.0,6.0,1.0,1.0,15.0,13.0,3.0,,11.0,12.0,3.0,,9.0,14.0,3.0,,12.0,15.0,4.0,,9.0,12.0,4.0,,
954,955,Rathcoole,260254.0,COLLEGELAND,16.0,15.0,5.0,,19.0,23.0,6.0,3.0,20.0,31.0,8.0,1.0,28.0,34.0,9.0,,8.0,7.0,3.0,,4.0,7.0,3.0,1.0,
955,956,Rathcoole,260264.0,COMMONS (ED Newcastle),17.0,22.0,9.0,,26.0,35.0,16.0,2.0,32.0,39.0,17.0,,38.0,43.0,18.0,,25.0,33.0,12.0,,20.0,22.0,10.0,2.0,
956,957,Rathcoole,260310.0,CROCKAUNADREENAGH,83.0,89.0,27.0,,48.0,51.0,21.0,,43.0,35.0,16.0,,39.0,41.0,18.0,,30.0,42.0,18.0,,24.0,24.0,15.0,,
957,958,Rathcoole,260311.0,CROCKSHANE,54.0,49.0,22.0,,48.0,45.0,19.0,,38.0,25.0,16.0,1.0,31.0,31.0,15.0,,31.0,27.0,13.0,,18.0,19.0,10.0,2.0,
958,959,Rathcoole,260368.0,FARMERSVALE,3.0,,1.0,,5.0,4.0,1.0,,2.0,3.0,1.0,,4.0,3.0,1.0,,5.0,7.0,1.0,,6.0,8.0,1.0,,
959,960,Rathcoole,260415.0,GLEBE (ED Rathcoole),,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
960,961,Rathcoole,260448.0,GREENOGE,15.0,11.0,5.0,,19.0,21.0,7.0,1.0,7.0,4.0,3.0,,9.0,9.0,3.0,,12.0,15.0,5.0,,11.0,10.0,4.0,,
961,962,Rathcoole,260500.0,JOHNSTOWN,11.0,12.0,4.0,,10.0,11.0,4.0,,11.0,8.0,3.0,,20.0,10.0,4.0,,15.0,12.0,4.0,,10.0,16.0,4.0,,
962,963,Rathcoole,260510.0,KEATINGSPARK,16.0,21.0,6.0,,13.0,16.0,6.0,,17.0,15.0,5.0,,10.0,12.0,3.0,1.0,12.0,12.0,5.0,,14.0,10.0,5.0,,
963,964,Rathcoole,260759.0,RATHCOOLE,,,,,58.0,50.0,21.0,1.0,69.0,61.0,28.0,3.0,,,,,14.0,12.0,6.0,,34.0,29.0,19.0,1.0,
964,965,Rathcoole,260760.0,RATHCREEDAN,19.0,19.0,6.0,,16.0,19.0,5.0,1.0,13.0,16.0,5.0,,11.0,11.0,4.0,,5.0,5.0,2.0,,1.0,3.0,1.0,1.0,
965,966,Rathcoole,260769.0,REDGAP,64.0,51.0,18.0,,45.0,42.0,17.0,,31.0,29.0,13.0,1.0,31.0,41.0,17.0,,30.0,29.0,11.0,,21.0,25.0,11.0,,Yellow highlited values are not clear
966,967,Rathcoole,260836.0,SLADEMORE,60.0,63.0,19.0,,,,,,3.0,4.0,1.0,1.0,3.0,2.0,1.0,,3.0,2.0,1.0,,4.0,4.0,1.0,,
967,968,Rathcoole,260837.0,SLIEVETHOUL,53.0,41.0,16.0,1.0,83.0,89.0,33.0,1.0,50.0,49.0,23.0,,36.0,40.0,16.0,,32.0,31.0,14.0,,22.0,19.0,8.0,2.0,
968,969,Rathcoole,260892.0,TOOTENHILL,23.0,21.0,10.0,,40.0,30.0,12.0,,31.0,22.0,10.0,,15.0,12.0,7.0,,19.0,18.0,7.0,,22.0,17.0,7.0,,
969,970,Rathcoole,260916.0,WESTMANSTOWN,18.0,5.0,3.0,,2.0,3.0,1.0,1.0,2.0,2.0,1.0,,2.0,4.0,1.0,,6.0,2.0,1.0,,1.0,1.0,1.0,,
970,971,Rathcoole,,RATHCOOLE,276.0,280.0,112.0,3.0,200.0,180.0,56.0,7.0,167.0,170.0,54.0,,217.0,242.0,98.0,2.0,172.0,172.0,79.0,,132.0,144.0,61.0,4.0,
971,972,Rathcoole,,TOTAL,784.0,743.0,276.0,6.0,684.0,672.0,240.0,17.0,582.0,557.0,218.0,7.0,541.0,583.0,234.0,3.0,460.0,469.0,196.0,,379.0,385.0,175.0,15.0,Yellow highlited total are not clear
972,973,Saggart,260156.0,BOHERBOY,39.0,37.0,12.0,,49.0,50.0,18.0,,41.0,46.0,16.0,,30.0,35.0,13.0,1.0,26.0,28.0,13.0,1.0,18.0,23.0,13.0,2.0,
973,974,Saggart,260178.0,BROWNSBARN,70.0,78.0,26.0,,87.0,83.0,33.0,1.0,56.0,66.0,23.0,2.0,52.0,59.0,21.0,,55.0,65.0,16.0,,45.0,38.0,17.0,1.0,
974,975,Saggart,260246.0,COLDWATER COMMONS,10.0,11.0,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,
975,976,Saggart,260277.0,COOLDOWN COMMONS,4.0,2.0,1.0,,,,,,3.0,4.0,2.0,,2.0,1.0,1.0,,,,,,,,,,
976,977,Saggart,260281.0,COOLMINE,19.0,20.0,7.0,,10.0,16.0,5.0,1.0,13.0,18.0,6.0,,7.0,8.0,2.0,1.0,6.0,4.0,2.0,,5.0,3.0,2.0,,
977,978,Saggart,260312.0,CROOKSLING,156.0,148.0,46.0,,88.0,106.0,32.0,3.0,71.0,78.0,26.0,1.0,53.0,62.0,21.0,,48.0,39.0,19.0,2.0,47.0,41.0,21.0,1.0,
978,979,Saggart,260381.0,FORTUNESTOWN,41.0,35.0,12.0,,30.0,26.0,10.0,,26.0,20.0,8.0,,25.0,19.0,8.0,,19.0,17.0,7.0,,11.0,14.0,7.0,,
979,980,Saggart,260427.0,GLENARANEEN,92.0,80.0,25.0,,66.0,73.0,20.0,1.0,56.0,54.0,16.0,,48.0,44.0,14.0,,40.0,34.0,12.0,,40.0,36.0,12.0,2.0,
980,981,Saggart,260602.0,LUGG,19.0,15.0,4.0,,26.0,32.0,12.0,1.0,21.0,18.0,11.0,1.0,15.0,16.0,9.0,,19.0,14.0,7.0,1.0,14.0,9.0,7.0,,
981,982,Saggart,260637.0,MONEENALION COMMONS LOWER,65.0,50.0,20.0,,45.0,59.0,19.0,3.0,28.0,30.0,13.0,1.0,32.0,26.0,12.0,2.0,16.0,16.0,10.0,,16.0,18.0,11.0,,
982,983,Saggart,260636.0,MONEENALION COMMONS UPPER,,,,,,,,,,,,,,,,,,,,,,,,,
983,984,Saggart,260638.0,MONEYATTA COMMONS,19.0,20.0,5.0,1.0,16.0,16.0,5.0,1.0,9.0,13.0,3.0,1.0,12.0,10.0,3.0,,6.0,6.0,3.0,,2.0,8.0,3.0,,
984,985,Saggart,260693.0,NEWTOWN LOWER,11.0,9.0,3.0,,3.0,3.0,1.0,,3.0,,1.0,,2.0,,1.0,,5.0,4.0,1.0,,3.0,7.0,1.0,,
985,986,Saggart,260697.0,NEWTOWN UPPER,36.0,22.0,9.0,,14.0,10.0,5.0,,18.0,14.0,5.0,,14.0,18.0,5.0,,19.0,19.0,8.0,,15.0,19.0,5.0,,
986,987,Saggart,260745.0,RAHEEN,68.0,58.0,22.0,,73.0,70.0,23.0,,44.0,43.0,14.0,1.0,48.0,42.0,15.0,,31.0,42.0,14.0,,30.0,34.0,12.0,1.0,
987,988,Saggart,260803.0,SAGGART,,,,,65.0,81.0,27.0,7.0,59.0,87.0,30.0,4.0,64.0,91.0,29.0,,53.0,61.0,30.0,,35.0,38.0,22.0,1.0,
988,989,Saggart,260835.0,SLADE,75.0,77.0,27.0,2.0,26.0,27.0,9.0,1.0,35.0,33.0,11.0,,28.0,35.0,11.0,,21.0,27.0,10.0,,23.0,22.0,9.0,1.0,
989,990,Saggart,,SAGGART,122.0,138.0,44.0,2.0,71.0,87.0,31.0,1.0,59.0,49.0,21.0,2.0,48.0,60.0,22.0,,54.0,57.0,24.0,,75.0,79.0,29.0,1.0,
990,991,Saggart,,TOTAL,846.0,800.0,267.0,5.0,669.0,739.0,250.0,20.0,542.0,573.0,206.0,13.0,480.0,526.0,187.0,4.0,419.0,434.0,177.0,4.0,380.0,390.0,172.0,10.0,
991,992,Booterstown,260148.0,BLACKROCK (Rathdown By),252.0,430.0,110.0,9.0,321.0,612.0,149.0,13.0,291.0,579.0,165.0,15.0,,,,,,,,,,,,,
992,993,Booterstown,260158.0,BOOTERSTOWN,44.0,50.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,
993,994,Booterstown,260624.0,MERRION,232.0,353.0,94.0,4.0,202.0,335.0,102.0,5.0,124.0,199.0,49.0,4.0,,,,,,,,,,,,,
994,995,Booterstown,260930.0,WILLIAMSTOWN,228.0,459.0,95.0,5.0,,,,,,,,,,,,,,,,,,,,,
995,996,Booterstown,,BOOTERSTOWN,312.0,383.0,109.0,8.0,242.0,293.0,102.0,4.0,251.0,413.0,108.0,7.0,,,,,,,,,,,,,
996,997,Booterstown,,WILLIAMSTOWN,151.0,204.0,61.0,6.0,435.0,672.0,167.0,16.0,391.0,624.0,173.0,6.0,,,,,,,,,,,,,
997,998,Booterstown,,BLACKROCK (Rathdown By),,,,,,,,,,,,,1237.0,1803.0,496.0,48.0,1375.0,1915.0,483.0,53.0,1245.0,1729.0,453.0,42.0,
998,999,Booterstown,,TOTAL,1219.0,1879.0,485.0,34.0,1200.0,1912.0,520.0,38.0,1057.0,1815.0,495.0,32.0,1237.0,1803.0,496.0,48.0,1375.0,1915.0,483.0,53.0,1245.0,1729.0,453.0,42.0,
999,1000,Dalkey,260322.0,DALKEY,294.0,282.0,101.0,11.0,164.0,211.0,64.0,13.0,181.0,237.0,76.0,7.0,,,,,,,,,,,,,
1000,1001,Dalkey,260323.0,DALKEY COMMONS,236.0,325.0,104.0,28.0,697.0,908.0,200.0,85.0,583.0,808.0,250.0,99.0,,,,,,,,,,,,,
1001,1002,Dalkey,260324.0,DALKEY ISLAND,4.0,4.0,2.0,,,,2.0,1.0,2.0,1.0,1.0,,9.0,,1.0,,2.0,1.0,1.0,,,,,,
1002,1003,Dalkey,,LAMB ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1004,Dalkey,,MARDEN ROCK,,,,,,,,,,,,,,,,,,,,,,,,,
1004,1005,Dalkey,,MUGLINS,,,,,,,,,,,,,,,,,,,,,,,,,
1005,1006,Dalkey,,CLARE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,
1006,1007,Dalkey,,DALKEY,155.0,149.0,47.0,11.0,123.0,129.0,40.0,5.0,181.0,197.0,66.0,9.0,954.0,1372.0,446.0,112.0,1186.0,1601.0,493.0,98.0,1106.0,1719.0,537.0,92.0,
1007,1008,Dalkey,,TOTAL,689.0,760.0,254.0,50.0,984.0,1248.0,306.0,104.0,947.0,1243.0,393.0,115.0,963.0,1372.0,447.0,112.0,1188.0,1602.0,494.0,98.0,1106.0,1719.0,537.0,92.0,
1008,1009,Donnybrook,,ANNEFIELD,8.0,10.0,2.0,,2.0,4.0,1.0,,6.0,9.0,2.0,,6.0,10.0,2.0,,2.0,11.0,2.0,,4.0,10.0,2.0,1.0,
1009,1010,Donnybrook,260737.0,PRIESTHOUSE,102.0,123.0,31.0,2.0,64.0,81.0,27.0,2.0,89.0,97.0,31.0,1.0,78.0,133.0,36.0,2.0,106.0,119.0,36.0,1.0,67.0,82.0,34.0,,
1010,1011,Donnybrook,,SIMMONSCOURT,68.0,60.0,25.0,4.0,68.0,72.0,17.0,3.0,34.0,64.0,19.0,2.0,77.0,128.0,30.0,2.0,85.0,153.0,40.0,12.0,69.0,122.0,30.0,2.0,
1011,1012,Donnybrook,,TOTAL,178.0,193.0,58.0,6.0,134.0,157.0,45.0,5.0,129.0,170.0,52.0,3.0,161.0,271.0,68.0,4.0,193.0,283.0,78.0,13.0,140.0,214.0,66.0,3.0,
1012,1013,Kilgobbin,260072.0,BALLYBRACK (ED Glencullen),105.0,100.0,32.0,,122.0,104.0,32.0,1.0,134.0,115.0,37.0,,101.0,104.0,35.0,,96.0,88.0,33.0,,83.0,78.0,30.0,,
1013,1014,Kilgobbin,260079.0,BALLYEDMONDUFF,106.0,93.0,34.0,,134.0,117.0,36.0,2.0,134.0,110.0,34.0,1.0,115.0,105.0,39.0,3.0,90.0,80.0,29.0,,90.0,72.0,24.0,3.0,
1014,1015,Kilgobbin,260120.0,BARNACULLIA,111.0,93.0,39.0,,81.0,77.0,24.0,,126.0,109.0,38.0,1.0,156.0,129.0,50.0,1.0,188.0,159.0,57.0,,178.0,141.0,48.0,2.0,
1015,1016,Kilgobbin,,JAMESTOWN,3.0,2.0,1.0,,34.0,31.0,13.0,,36.0,27.0,10.0,2.0,27.0,23.0,11.0,1.0,12.0,11.0,5.0,2.0,12.0,16.0,6.0,2.0,
1016,1017,Kilgobbin,260522.0,KILGOBBIN,108.0,114.0,46.0,,107.0,115.0,39.0,6.0,53.0,78.0,27.0,2.0,42.0,59.0,21.0,5.0,48.0,62.0,23.0,4.0,75.0,79.0,34.0,2.0,Yellow highlited values are not clear
1017,1018,Kilgobbin,260692.0,NEWTOWN LITTLE,6.0,9.0,2.0,1.0,9.0,11.0,5.0,,13.0,12.0,4.0,1.0,14.0,11.0,5.0,,11.0,15.0,5.0,,19.0,16.0,5.0,,
1018,1019,Kilgobbin,260941.0,WOODSIDE,6.0,7.0,2.0,,60.0,47.0,17.0,1.0,39.0,26.0,9.0,,19.0,17.0,8.0,,15.0,17.0,9.0,,38.0,30.0,11.0,,
1019,1020,Kilgobbin,,STEPASIDE,78.0,71.0,26.0,1.0,,,,,100.0,95.0,33.0,2.0,82.0,73.0,28.0,4.0,91.0,80.0,29.0,1.0,50.0,40.0,20.0,3.0,
1020,1021,Kilgobbin,,TOTAL,523.0,489.0,182.0,2.0,547.0,502.0,166.0,10.0,635.0,572.0,192.0,9.0,556.0,521.0,197.0,14.0,551.0,512.0,190.0,7.0,545.0,472.0,178.0,12.0,Yellow highlited total are not clear
1021,1022,Kill,260058.0,BALLINCLEA,21.0,24.0,10.0,,9.0,7.0,5.0,,19.0,25.0,4.0,,,,,,,,,,6.0,10.0,4.0,,
1022,1023,Kill,260194.0,CABINTEELY,8.0,14.0,4.0,,17.0,16.0,7.0,,14.0,23.0,10.0,2.0,19.0,29.0,7.0,2.0,24.0,27.0,10.0,2.0,30.0,34.0,12.0,1.0,
1023,1024,Kill,260300.0,CORNELSCOURT,54.0,42.0,19.0,1.0,37.0,43.0,17.0,,51.0,39.0,15.0,,41.0,34.0,15.0,,50.0,43.0,20.0,1.0,47.0,52.0,20.0,4.0,
1024,1025,Kill,260334.0,DEANSGRANGE,85.0,96.0,29.0,1.0,22.0,20.0,6.0,,26.0,19.0,10.0,,,,,,23.0,30.0,14.0,4.0,30.0,27.0,12.0,5.0,
1025,1026,Kill,260388.0,FOXROCK,29.0,21.0,8.0,,11.0,10.0,4.0,,21.0,27.0,11.0,5.0,36.0,59.0,12.0,4.0,70.0,86.0,23.0,1.0,85.0,92.0,20.0,2.0,
1026,1027,Kill,260394.0,GALLOPING GREEN NORTH,91.0,73.0,15.0,1.0,86.0,72.0,17.0,2.0,78.0,50.0,14.0,2.0,95.0,105.0,34.0,5.0,110.0,100.0,37.0,,78.0,95.0,32.0,6.0,
1027,1028,Kill,260395.0,GALLOPING GREEN SOUTH,58.0,66.0,18.0,2.0,66.0,68.0,24.0,3.0,65.0,72.0,20.0,1.0,90.0,111.0,34.0,8.0,106.0,146.0,41.0,4.0,91.0,126.0,37.0,3.0,
1028,1029,Kill,260504.0,JOHNSTOWN,48.0,43.0,15.0,,43.0,51.0,16.0,,59.0,67.0,19.0,,17.0,31.0,13.0,3.0,36.0,39.0,13.0,5.0,12.0,19.0,10.0,4.0,
